drop,optimizer,warmup_lr,activation,residual,batch_size,epochs,dense,latent_dim,reduce_lr,model,learning_rate,run_id,training_loss,validation_loss,runtime_hours,run_id,training_loss,validation_loss,runtime_hours
0.6238,sgd,0,tanh,0,128,166,"[1800, 600]",8,1,vae,0.0455,360_5_103,0.717261657361631,0.6974191665649414,0.020624776666666667,360_5_103,0.717261657361631,0.6974191665649414,0.020624776666666667
0.7693,rmsprop,0,tanh,0,256,135,"[1800, 600]",128,1,ae,0.0012,360_2_274,0.014640167103045517,0.01452812141428391,0.012213933611111111,360_2_274,0.014640167103045517,0.01452812141428391,0.012213933611111111
0.3435,sgd,0,sigmoid,0,256,109,"[978, 978]",512,0,vae,0.0248,360_4_13,0.7343887085384793,0.6738255182902019,0.009840469444444446,360_4_13,0.7343887085384793,0.6738255182902019,0.009840469444444446
0.8415,rmsprop,0,tanh,1,256,146,"[978, 978, 978, 978, 978]",8,0,ae,0.0222,360_5_309,0.271607005154645,0.23613102495670318,0.019421680833333337,360_5_309,0.271607005154645,0.23613102495670318,0.019421680833333337
0.7172,adam,0,relu,0,1024,103,"[1800, 600]",32,0,vae,0.0357,360_3_218,nan,nan,0.006668048055555555,360_3_218,nan,nan,0.006668048055555555
0.8053,adam,1,tanh,0,512,146,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0396,360_4_14,nan,nan,0.01859208,360_4_14,nan,nan,0.01859208
0.8086,rmsprop,0,relu,0,256,192,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0213,360_5_104,nan,nan,0.029876668055555555,360_5_104,nan,nan,0.029876668055555555
0.7692,sgd,0,tanh,1,256,111,"[978, 978, 978]",512,0,vae,0.0086,360_2_273,nan,nan,0.011350434166666666,360_2_273,nan,nan,0.011350434166666666
0.6271,rmsprop,0,tanh,0,256,107,"[1800, 600]",8,1,vae,0.0214,360_5_336,0.6897747927241855,0.6751773548126221,0.010731575,360_5_336,0.6897747927241855,0.6751773548126221,0.010731575
0.8983,sgd,0,tanh,1,128,150,"[978, 978, 978]",128,0,vae,0.0084,360_2_287,nan,nan,0.0198228775,360_2_287,nan,nan,0.0198228775
0.8046,adam,1,relu,0,512,172,"[978, 978, 978, 978, 978, 978]",32,1,vae,0.0522,360_4_150,nan,nan,0.021832271388888887,360_4_150,nan,nan,0.021832271388888887
0.3431,sgd,1,relu,0,1024,103,"[978, 978, 978, 978, 978]",128,0,vae,0.0625,360_3_227,0.6955724433616356,0.6916607618331909,0.009114742222222222,360_3_227,0.6955724433616356,0.6916607618331909,0.009114742222222222
0.134,adam,1,tanh,0,1024,200,"[978, 978, 978, 978, 978, 978]",2,1,vae,0.0501,360_1_244,1.2569967227511936,1.203589916229248,0.019946235,360_1_244,1.2569967227511936,1.203589916229248,0.019946235
0.5452,sgd,0,tanh,0,1024,155,"[978, 978]",2,0,vae,0.0248,360_4_159,0.6970185435259784,0.6937631964683533,0.009868997222222222,360_4_159,0.6970185435259784,0.6937631964683533,0.009868997222222222
0.8974,sgd,0,sigmoid,1,128,151,"[978, 978, 978]",512,0,ae,0.0091,360_2_245,0.23885565201441447,0.08711508810520172,0.018698447500000003,360_2_245,0.23885565201441447,0.08711508810520172,0.018698447500000003
0.7297,rmsprop,0,sigmoid,0,256,167,"[1800, 600]",8,0,vae,0.0224,360_5_132,0.7023864315174244,0.6903778100013733,0.01658064111111111,360_5_132,0.7023864315174244,0.6903778100013733,0.01658064111111111
0.4479,rmsprop,1,sigmoid,0,256,105,"[978, 978, 978]",32,0,ae,0.0236,360_5_300,0.015026858650423863,0.01498753702888886,0.010508342777777777,360_5_300,0.015026858650423863,0.01498753702888886,0.010508342777777777
0.2854,sgd,0,tanh,0,128,152,"[978, 978, 978, 978, 978, 978]",512,1,vae,0.0082,360_4_192,0.7958428741384436,0.7071191867192587,0.029908275555555554,360_4_192,0.7958428741384436,0.7071191867192587,0.029908275555555554
0.1063,adam,1,sigmoid,0,64,185,"[978, 978, 978]",8,1,ae,0.0248,360_4_22,0.014567846673782225,0.014528235904872417,0.04644189888888889,360_4_22,0.014567846673782225,0.014528235904872417,0.04644189888888889
0.3379,rmsprop,1,sigmoid,1,64,170,"[978, 978, 978, 978, 978, 978]",8,0,ae,0.0134,360_1_286,0.01468932432157022,0.014614617601037026,0.06043035888888889,360_1_286,0.01468932432157022,0.014614617601037026,0.06043035888888889
0.5913,adam,1,relu,0,1024,103,"[978, 978]",512,0,vae,0.0274,360_3_35,0.6714921270476447,0.6713609099388123,0.007353946944444444,360_3_35,0.6714921270476447,0.6713609099388123,0.007353946944444444
0.792,adam,0,relu,1,64,188,"[978, 978, 978]",128,1,vae,0.0845,360_1_272,nan,nan,0.05190945361111111,360_1_272,nan,nan,0.05190945361111111
0.8039,sgd,0,relu,1,256,140,"[978, 978, 978, 978, 978, 978]",2,0,vae,0.0427,360_4_354,nan,nan,0.018823101388888888,360_4_354,nan,nan,0.018823101388888888
0.5504,adam,0,relu,0,1024,103,"[1800, 600]",32,0,vae,0.0902,360_3_211,nan,nan,0.006689935555555556,360_3_211,nan,nan,0.006689935555555556
0.2958,rmsprop,0,sigmoid,0,256,115,"[978, 978, 978, 978]",512,0,vae,0.0248,360_4_166,1.579954086939494,1.5244283707936606,0.014553895,360_4_166,1.579954086939494,1.5244283707936606,0.014553895
0.7692,sgd,0,tanh,0,128,161,"[978, 978, 978]",128,0,vae,0.0025,360_2_289,1.038513355255127,0.7070599945386251,0.021597657222222223,360_2_289,1.038513355255127,0.7070599945386251,0.021597657222222223
0.8055,rmsprop,0,sigmoid,0,128,101,"[1800, 600]",512,1,vae,0.0657,360_3_229,0.6714533496786047,0.6713096062342326,0.015489175833333332,360_3_229,0.6714533496786047,0.6713096062342326,0.015489175833333332
0.8361,rmsprop,0,relu,0,256,126,"[978, 978, 978, 978, 978, 978]",32,0,vae,0.0245,360_5_338,nan,nan,0.019701534166666666,360_5_338,nan,nan,0.019701534166666666
0.8885,adam,0,relu,0,1024,100,"[978, 978, 978, 978, 978]",2,0,vae,0.0213,360_3_216,nan,nan,0.009124412222222222,360_3_216,nan,nan,0.009124412222222222
0.2139,rmsprop,0,tanh,0,1024,139,"[978, 978]",512,0,ae,0.0248,360_4_161,0.313032091944306,0.3123837411403656,0.008038619722222222,360_4_161,0.313032091944306,0.3123837411403656,0.008038619722222222
0.327,rmsprop,0,tanh,0,512,157,"[978, 978]",32,0,vae,0.0248,360_4_353,78.32146202935112,7.428512096405029,0.011268566944444443,360_4_353,78.32146202935112,7.428512096405029,0.011268566944444443
0.8811,sgd,0,sigmoid,1,64,138,"[978, 978, 978, 978, 978]",32,0,ae,0.024,360_1_275,0.2364675427366186,0.12054473439852396,0.033932218888888886,360_1_275,0.2364675427366186,0.12054473439852396,0.033932218888888886
0.4224,sgd,0,relu,1,1024,103,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0402,360_3_32,nan,nan,0.009452386388888888,360_3_32,nan,nan,0.009452386388888888
0.7249,rmsprop,0,tanh,0,64,198,"[1800, 600]",128,0,vae,0.0248,360_4_25,nan,nan,0.045893543055555555,360_4_25,nan,nan,0.045893543055555555
0.6502,sgd,0,relu,0,64,116,"[978, 978, 978, 978]",32,0,ae,0.0293,360_1_281,0.024390167304211192,0.024492998148004215,0.024636564722222223,360_1_281,0.024390167304211192,0.024492998148004215,0.024636564722222223
0.461,sgd,0,tanh,0,1024,162,"[978, 978, 978, 978]",8,0,ae,0.0437,360_5_307,0.02824054695941784,0.02463367208838463,0.012022449722222222,360_5_307,0.02824054695941784,0.02463367208838463,0.012022449722222222
0.8039,sgd,0,tanh,1,128,107,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0084,360_4_195,nan,nan,0.02097884861111111,360_4_195,nan,nan,0.02097884861111111
0.7692,sgd,1,tanh,0,32,132,"[978, 978, 978]",2,1,vae,0.0618,360_2_242,0.6990801922480265,0.6975851440429688,0.04966415166666666,360_2_242,0.6990801922480265,0.6975851440429688,0.04966415166666666
0.7806,rmsprop,0,sigmoid,1,256,181,"[978, 978, 978, 978, 978, 978]",8,1,ae,0.0227,360_5_135,0.19975530525048574,0.19673466324806213,0.02686724277777778,360_5_135,0.19975530525048574,0.19673466324806213,0.02686724277777778
0.5404,rmsprop,1,relu,0,256,122,"[978, 978, 978]",512,0,vae,0.023,360_5_195,nan,nan,0.013654226944444445,360_5_195,nan,nan,0.013654226944444445
0.8039,rmsprop,0,sigmoid,0,1024,111,"[978, 978, 978, 978, 978, 978]",128,1,vae,0.0285,360_4_307,0.6717751822648225,0.6715031266212463,0.011289078055555556,360_4_307,0.6717751822648225,0.6715031266212463,0.011289078055555556
0.8054,sgd,0,sigmoid,0,64,149,"[978, 978, 978, 978, 978, 978]",8,1,vae,0.0421,360_4_135,0.7444648640244096,0.6750647672017416,0.04544430666666666,360_4_135,0.7444648640244096,0.6750647672017416,0.04544430666666666
0.7145,sgd,0,relu,0,1024,103,"[978, 978]",512,0,vae,0.0607,360_3_242,0.7851433231212475,0.6915599703788757,0.006386264444444445,360_3_242,0.7851433231212475,0.6915599703788757,0.006386264444444445
0.0389,sgd,0,tanh,0,256,194,"[1800, 600]",128,1,vae,0.0777,360_1_221,0.6912930583070825,0.6889221294720967,0.017050699166666666,360_1_221,0.6912930583070825,0.6889221294720967,0.017050699166666666
0.4311,rmsprop,1,tanh,1,32,184,"[978, 978, 978, 978]",128,1,ae,0.0739,360_4_85,0.2137171772674278,0.21354175885518392,0.09214505055555555,360_4_85,0.2137171772674278,0.21354175885518392,0.09214505055555555
0.0148,rmsprop,0,relu,0,1024,103,"[978, 978]",512,0,vae,0.0623,360_3_92,nan,nan,0.006702528333333333,360_3_92,nan,nan,0.006702528333333333
0.4008,rmsprop,1,sigmoid,0,32,171,"[978, 978, 978]",8,0,ae,0.0501,360_4_71,0.01626945085271641,0.0169803349301219,0.06860285388888888,360_4_71,0.01626945085271641,0.0169803349301219,0.06860285388888888
0.3152,sgd,1,relu,0,1024,103,"[978, 978, 978, 978]",128,0,ae,0.0512,360_3_66,0.025040675650040308,0.024869024753570557,0.007306273888888889,360_3_66,0.025040675650040308,0.024869024753570557,0.007306273888888889
0.4774,adam,0,tanh,0,512,168,"[978, 978, 978, 978, 978, 978]",8,1,ae,0.0771,360_5_161,0.2221216869354248,0.221922367811203,0.01974450111111111,360_5_161,0.2221216869354248,0.221922367811203,0.01974450111111111
0.8996,sgd,1,relu,0,256,171,"[978, 978, 978]",512,1,vae,0.0084,360_2_216,nan,nan,0.01731614,360_2_216,nan,nan,0.01731614
0.3393,rmsprop,0,tanh,1,256,103,"[978, 978, 978]",128,0,ae,0.0224,360_5_353,0.2248515427995611,0.22455011169115702,0.010213053611111111,360_5_353,0.2248515427995611,0.22455011169115702,0.010213053611111111
0.4596,rmsprop,0,relu,0,1024,159,"[978, 978, 978, 978, 978]",512,1,vae,0.0248,360_4_338,nan,nan,0.014526914444444445,360_4_338,nan,nan,0.014526914444444445
0.2074,adam,0,relu,0,1024,103,"[978, 978, 978, 978, 978]",32,0,ae,0.0311,360_3_289,0.014580859097617645,0.014531734399497509,0.009474036944444444,360_3_289,0.014580859097617645,0.014531734399497509,0.009474036944444444
0.7692,sgd,1,relu,0,128,173,"[978, 978, 978]",2,0,vae,0.0021,360_2_229,0.6988511672726384,0.6930755678812662,0.02323011472222222,360_2_229,0.6988511672726384,0.6930755678812662,0.02323011472222222
0.3007,rmsprop,0,relu,1,1024,103,"[978, 978]",2,0,vae,0.0926,360_3_59,nan,nan,0.006251574722222222,360_3_59,nan,nan,0.006251574722222222
0.2591,rmsprop,0,tanh,0,256,178,"[978, 978, 978, 978]",8,0,vae,0.0884,360_5_354,635505695505339.8,25527341.706666667,0.02111924138888889,360_5_354,635505695505339.8,25527341.706666667,0.02111924138888889
0.6793,rmsprop,1,tanh,0,256,149,"[978, 978]",128,0,vae,0.0244,360_5_166,1237274334.2401934,22.705597737630207,0.013743056111111112,360_5_166,1237274334.2401934,22.705597737630207,0.013743056111111112
0.7668,sgd,1,relu,0,128,106,"[978, 978, 978]",512,1,ae,0.0042,360_2_211,0.11249528363898949,0.02497088484466076,0.0131292525,360_2_211,0.11249528363898949,0.02497088484466076,0.0131292525
0.8364,adam,1,relu,0,1024,100,"[978, 978, 978, 978, 978]",2,0,vae,0.1,360_3_61,111881574106.56113,0.7267458438873291,0.008991781388888889,360_3_61,111881574106.56113,0.7267458438873291,0.008991781388888889
0.8038,rmsprop,1,tanh,1,256,163,"[978, 978, 978, 978, 978, 978]",32,0,ae,0.085,360_4_76,0.273338757665069,0.25777921120325725,0.02380025472222222,360_4_76,0.273338757665069,0.25777921120325725,0.02380025472222222
0.2549,adam,0,relu,1,1024,103,"[978, 978, 978, 978]",128,0,vae,0.0258,360_3_95,nan,nan,0.008309274722222221,360_3_95,nan,nan,0.008309274722222221
0.7481,sgd,1,sigmoid,1,32,107,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0902,360_1_226,nan,nan,0.0621716,360_1_226,nan,nan,0.0621716
0.454,rmsprop,0,tanh,1,128,119,"[978, 978]",32,1,vae,0.0248,360_4_82,237475368.64366013,1.7006002569198608,0.015589888055555555,360_4_82,237475368.64366013,1.7006002569198608,0.015589888055555555
0.1032,sgd,1,tanh,0,512,164,"[978, 978, 978]",32,0,vae,0.0248,360_4_132,0.7005195299784343,0.69673091173172,0.012687890277777778,360_4_132,0.7005195299784343,0.69673091173172,0.012687890277777778
0.8331,rmsprop,1,relu,0,1024,101,"[978, 978, 978]",2,0,vae,0.0988,360_3_245,nan,nan,0.007100648888888888,360_3_245,nan,nan,0.007100648888888888
0.4828,rmsprop,0,tanh,0,256,112,"[978, 978, 978, 978, 978, 978]",8,0,ae,0.0216,360_5_192,0.27629175128760164,0.2759736764431,0.016562191944444443,360_5_192,0.27629175128760164,0.2759736764431,0.016562191944444443
0.157,rmsprop,0,relu,0,128,112,"[978, 978, 978, 978]",128,1,vae,0.0248,360_4_300,nan,nan,0.020686587222222223,360_4_300,nan,nan,0.020686587222222223
0.2865,rmsprop,1,relu,0,256,193,"[978, 978]",2,1,vae,0.0248,360_4_49,0.6714524682362875,0.6713107665379842,0.01744302888888889,360_4_49,0.6714524682362875,0.6713107665379842,0.01744302888888889
0.185,sgd,0,sigmoid,1,256,175,"[978, 978, 978, 978]",8,1,vae,0.0168,360_5_159,5.986876822577583,5.8117461649576825,0.018843849166666666,360_5_159,5.986876822577583,5.8117461649576825,0.018843849166666666
0.0582,sgd,0,relu,0,64,101,"[978, 978]",2,0,vae,0.0237,360_1_219,0.6909648525273359,0.6908812650044759,0.018407925555555555,360_1_219,0.6909648525273359,0.6908812650044759,0.018407925555555555
0.8894,sgd,0,relu,1,1024,100,"[1800, 600]",32,0,vae,0.0903,360_3_57,nan,nan,0.0061207561111111105,360_3_57,nan,nan,0.0061207561111111105
0.8053,rmsprop,0,sigmoid,1,128,168,"[978, 978, 978, 978, 978, 978]",512,0,ae,0.0463,360_4_40,0.20037090244116607,0.1972399361928304,0.03722697972222222,360_4_40,0.20037090244116607,0.1972399361928304,0.03722697972222222
0.8054,adam,0,sigmoid,1,64,101,"[978, 978, 978, 978, 978]",32,1,vae,0.057,360_3_287,nan,nan,0.039821194722222224,360_3_287,nan,nan,0.039821194722222224
0.892,rmsprop,0,relu,0,128,137,"[978, 978, 978]",32,0,vae,0.0089,360_2_227,nan,nan,0.020876596944444444,360_2_227,nan,nan,0.020876596944444444
0.5633,sgd,1,tanh,0,128,169,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.05,360_5_150,0.7083227154943678,0.7045957946777344,0.03165945277777778,360_5_150,0.7083227154943678,0.7045957946777344,0.03165945277777778
0.8955,adam,1,sigmoid,0,256,101,"[978, 978]",512,1,vae,0.0553,360_3_273,0.6714703093634712,0.6713310400644938,0.01025501,360_3_273,0.6714703093634712,0.6713310400644938,0.01025501
0.8486,sgd,0,relu,0,64,110,"[978, 978, 978]",2,0,vae,0.0248,360_4_104,nan,nan,0.023285939166666665,360_4_104,nan,nan,0.023285939166666665
0.1794,sgd,1,tanh,1,64,133,"[978, 978, 978, 978]",512,0,vae,0.0248,360_4_336,1.1138792211038095,0.7838961426417033,0.03398160638888889,360_4_336,1.1138792211038095,0.7838961426417033,0.03398160638888889
0.2828,sgd,1,relu,0,128,135,"[978, 978, 978, 978, 978]",32,1,ae,0.0899,360_1_210,0.024902783229395195,0.024898102134466173,0.02091117027777778,360_1_210,0.024902783229395195,0.024898102134466173,0.02091117027777778
0.8718,sgd,0,tanh,0,128,139,"[978, 978, 978]",512,0,vae,0.0084,360_2_218,3.199951148916174,1.6744616079330443,0.01973352083333333,360_2_218,3.199951148916174,1.6744616079330443,0.01973352083333333
0.3951,sgd,1,relu,1,1024,103,"[978, 978, 978, 978, 978]",128,0,vae,0.0983,360_3_68,nan,nan,0.008681958888888888,360_3_68,nan,nan,0.008681958888888888
0.2854,rmsprop,0,sigmoid,0,32,175,"[978, 978]",8,0,vae,0.0248,360_4_309,0.8803318802515666,0.8009322802225749,0.06578392194444443,360_4_309,0.8803318802515666,0.8009322802225749,0.06578392194444443
0.4629,adam,0,relu,0,512,141,"[1800, 600]",512,1,ae,0.0405,360_1_217,0.20078118401545064,0.2005561888217926,0.010956078333333332,360_1_217,0.20078118401545064,0.2005561888217926,0.010956078333333332
0.8039,adam,0,sigmoid,0,64,122,"[978, 978, 978, 978, 978, 978]",8,1,vae,0.0735,360_4_331,2.7414389039852,1.0079410107930502,0.05426178166666666,360_4_331,2.7414389039852,1.0079410107930502,0.05426178166666666
0.8959,adam,0,relu,1,1024,100,"[978, 978]",2,0,vae,0.0494,360_3_274,nan,nan,0.006261731666666667,360_3_274,nan,nan,0.006261731666666667
0.5251,adam,0,sigmoid,0,32,115,"[978, 978, 978]",8,1,vae,0.0248,360_4_103,0.7843667000311393,0.7836654122670491,0.060014597499999996,360_4_103,0.7843667000311393,0.7836654122670491,0.060014597499999996
0.8391,sgd,1,tanh,0,128,112,"[978, 978, 978]",512,1,vae,0.0093,360_2_220,1.702395049907543,0.7149451621373495,0.015762205555555558,360_2_220,1.702395049907543,0.7149451621373495,0.015762205555555558
0.1883,rmsprop,1,tanh,1,256,154,"[978, 978, 978, 978]",8,0,vae,0.0604,360_5_157,nan,nan,0.019086899166666664,360_5_157,nan,nan,0.019086899166666664
0.1395,adam,1,relu,0,1024,103,"[1800, 600]",128,0,vae,0.0262,360_3_280,0.6715264287701359,0.6713505983352661,0.0074110013888888885,360_3_280,0.6715264287701359,0.6713505983352661,0.0074110013888888885
0.4742,rmsprop,0,tanh,0,128,175,"[978, 978]",2,0,vae,0.0248,360_4_47,3.295767093234592,7.481056912740072,0.022965471944444444,360_4_47,3.295767093234592,7.481056912740072,0.022965471944444444
0.1368,adam,0,relu,0,1024,103,"[978, 978, 978, 978]",32,0,ae,0.0998,360_3_50,0.1969883613012455,0.1968301236629486,0.007891361944444444,360_3_50,0.1969883613012455,0.1968301236629486,0.007891361944444444
0.2118,rmsprop,0,tanh,1,1024,199,"[1800, 600]",2,1,ae,0.0791,360_1_228,0.19735415602171863,0.19733354449272156,0.011789353055555556,360_1_228,0.19735415602171863,0.19733354449272156,0.011789353055555556
0.8039,rmsprop,1,sigmoid,1,1024,151,"[978, 978, 978, 978, 978, 978]",2,1,vae,0.0533,360_4_78,nan,nan,0.014505425555555555,360_4_78,nan,nan,0.014505425555555555
0.0564,rmsprop,0,sigmoid,0,256,152,"[978, 978, 978, 978]",8,0,vae,0.063,360_5_168,nan,nan,0.018150628055555555,360_5_168,nan,nan,0.018150628055555555
0.0248,rmsprop,0,sigmoid,0,256,153,"[978, 978, 978, 978]",8,0,vae,0.0548,360_5_339,1.4796821264053015e+31,1.2572474308726996e+31,0.018480688333333335,360_5_339,1.4796821264053015e+31,1.2572474308726996e+31,0.018480688333333335
0.3642,rmsprop,0,relu,0,1024,103,"[978, 978, 978, 978]",512,1,vae,0.0277,360_3_228,nan,nan,0.008545713611111111,360_3_228,nan,nan,0.008545713611111111
0.8532,sgd,0,relu,0,32,147,"[978, 978, 978]",32,0,vae,0.0076,360_2_288,nan,nan,0.05511968444444445,360_2_288,nan,nan,0.05511968444444445
0.6451,rmsprop,0,tanh,0,256,120,"[978, 978, 978, 978]",512,1,vae,0.0248,360_4_24,0.8660828830577709,0.7686011409759521,0.015264845,360_4_24,0.8660828830577709,0.7686011409759521,0.015264845
0.5237,adam,0,tanh,0,256,103,"[978, 978]",512,1,ae,0.0496,360_1_280,0.2218896586806686,0.2215346872806549,0.009601017222222223,360_1_280,0.2218896586806686,0.2215346872806549,0.009601017222222223
0.8892,rmsprop,0,tanh,0,1024,100,"[978, 978, 978, 978, 978]",32,1,vae,0.0615,360_3_33,nan,nan,0.0087467925,360_3_33,nan,nan,0.0087467925
0.8865,sgd,0,tanh,0,256,131,"[978, 978, 978]",2,0,vae,0.052,360_2_243,nan,nan,0.012356893888888889,360_2_243,nan,nan,0.012356893888888889
0.5575,rmsprop,0,tanh,1,256,110,"[978, 978]",8,1,ae,0.0238,360_5_134,0.018834885320177786,0.01856934607028961,0.009208163611111111,360_5_134,0.018834885320177786,0.01856934607028961,0.009208163611111111
0.6007,adam,1,tanh,1,64,167,"[978, 978, 978, 978, 978, 978]",8,0,ae,0.0936,360_5_306,0.23231718206847154,0.19727487941582997,0.06910459,360_5_306,0.23231718206847154,0.19727487941582997,0.06910459
0.5166,adam,0,tanh,0,1024,102,"[978, 978, 978, 978, 978]",2,1,vae,0.0982,360_4_194,3.0834346283806693,2.3738646507263184,0.009326817777777777,360_4_194,3.0834346283806693,2.3738646507263184,0.009326817777777777
0.1228,sgd,1,sigmoid,0,64,147,"[978, 978, 978, 978, 978, 978]",512,1,vae,0.013,360_4_352,0.6913754784619367,0.6716490165392558,0.04651680166666667,360_4_352,0.6913754784619367,0.6716490165392558,0.04651680166666667
0.505,adam,1,relu,0,1024,103,"[978, 978, 978, 978, 978]",2,0,ae,0.0506,360_3_217,0.19815966773916174,0.19803550839424133,0.00905305138888889,360_3_217,0.19815966773916174,0.19803550839424133,0.00905305138888889
0.8047,adam,0,tanh,1,256,139,"[978, 978, 978, 978, 978, 978]",512,1,vae,0.0955,360_4_160,nan,nan,0.024857591944444445,360_4_160,nan,nan,0.024857591944444445
0.4551,adam,1,sigmoid,0,64,121,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0681,360_1_274,0.6737421918798376,0.6731071774164835,0.0559183725,360_1_274,0.6737421918798376,0.6731071774164835,0.0559183725
0.0102,sgd,0,sigmoid,0,256,149,"[978, 978]",512,0,ae,0.0248,360_4_158,0.016917073574882965,0.016701126595338185,0.011405436666666668,360_4_158,0.016917073574882965,0.016701126595338185,0.011405436666666668
0.816,adam,0,relu,0,512,184,"[978, 978, 978]",2,0,vae,0.0041,360_1_273,0.6715908973305313,0.6713335514068604,0.016062810555555557,360_1_273,0.6715908973305313,0.6713335514068604,0.016062810555555557
0.1891,adam,1,relu,1,256,116,"[978, 978, 978, 978, 978, 978]",8,0,ae,0.0488,360_3_210,0.014598181334634622,0.014536423422396184,0.018850258055555555,360_3_210,0.014598181334634622,0.014536423422396184,0.018850258055555555
0.7465,sgd,0,tanh,0,32,179,"[978, 978, 978, 978]",128,0,vae,0.0248,360_4_167,0.891277142100864,0.6934235159556071,0.07827931277777778,360_4_167,0.891277142100864,0.6934235159556071,0.07827931277777778
0.1861,rmsprop,1,relu,1,512,129,"[978, 978, 978, 978, 978]",8,0,vae,0.035,360_4_355,nan,nan,0.0143293,360_4_355,nan,nan,0.0143293
0.7493,rmsprop,0,sigmoid,1,256,131,"[978, 978, 978]",8,1,vae,0.02,360_5_301,nan,nan,0.013906832222222222,360_5_301,nan,nan,0.013906832222222222
0.1875,adam,0,tanh,0,512,141,"[978, 978, 978, 978]",128,0,ae,0.0248,360_4_193,0.20212245382644511,0.20209303498268127,0.013235030555555555,360_4_193,0.20212245382644511,0.20209303498268127,0.013235030555555555
0.7694,sgd,1,sigmoid,0,128,127,"[978, 978, 978]",2,0,vae,0.0088,360_2_244,0.7635086842819496,0.6758920256296793,0.01688564388888889,360_2_244,0.7635086842819496,0.6758920256296793,0.01688564388888889
0.2097,rmsprop,0,sigmoid,0,256,111,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0246,360_5_133,1.2594794033191823,1.2585260264078777,0.017283506944444443,360_5_133,1.2594794033191823,1.2585260264078777,0.017283506944444443
0.4262,sgd,0,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",32,0,vae,0.047,360_3_34,0.6961073472764757,0.6926767230033875,0.009287299166666667,360_3_34,0.6961073472764757,0.6926767230033875,0.009287299166666667
0.8047,adam,0,tanh,0,512,152,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0437,360_4_23,nan,nan,0.019898518055555554,360_4_23,nan,nan,0.019898518055555554
0.4075,rmsprop,1,sigmoid,0,256,163,"[1800, 600]",512,0,vae,0.0432,360_1_287,0.6719758424052485,0.6719614617029825,0.016819335833333334,360_1_287,0.6719758424052485,0.6719614617029825,0.016819335833333334
0.8054,sgd,0,relu,0,1024,100,"[978, 978, 978, 978, 978, 978]",512,0,ae,0.0867,360_3_219,0.2539271468586392,0.02492498606443405,0.008920521666666667,360_3_219,0.2539271468586392,0.02492498606443405,0.008920521666666667
0.2609,rmsprop,1,tanh,0,256,125,"[978, 978, 978, 978, 978]",2,1,ae,0.023,360_5_308,0.1418051278370398,0.13289208948612213,0.016628545277777778,360_5_308,0.1418051278370398,0.13289208948612213,0.016628545277777778
0.0981,rmsprop,0,tanh,1,1024,192,"[978, 978]",32,0,vae,0.0248,360_4_151,nan,nan,0.011497894166666666,360_4_151,nan,nan,0.011497894166666666
0.5079,adam,0,relu,0,1024,103,"[978, 978, 978, 978, 978]",512,0,ae,0.0972,360_3_226,0.20207826932271322,0.20179632306098938,0.009170798055555556,360_3_226,0.20207826932271322,0.20179632306098938,0.009170798055555556
0.7694,sgd,0,tanh,0,256,114,"[978, 978, 978]",32,0,vae,0.0084,360_2_286,0.9437743912802802,0.7015107568105062,0.010999372777777777,360_2_286,0.9437743912802802,0.7015107568105062,0.010999372777777777
0.8132,rmsprop,0,sigmoid,1,128,178,"[978, 978, 978, 978]",32,0,vae,0.0206,360_1_245,nan,nan,0.031629410833333337,360_1_245,nan,nan,0.031629410833333337
0.4391,rmsprop,0,tanh,0,128,164,"[978, 978, 978, 978]",512,1,ae,0.0248,360_4_15,0.21857646505037945,0.2172730561097463,0.028149745277777777,360_4_15,0.21857646505037945,0.2172730561097463,0.028149745277777777
0.186,rmsprop,0,sigmoid,0,256,140,"[978, 978, 978, 978]",32,0,vae,0.0101,360_5_337,0.6716036655284741,0.6714306076367696,0.017206651666666666,360_5_337,0.6716036655284741,0.6714306076367696,0.017206651666666666
0.7898,rmsprop,0,relu,0,256,150,"[978, 978, 978, 978, 978]",8,0,vae,0.0209,360_5_105,nan,nan,0.02104952083333333,360_5_105,nan,nan,0.02104952083333333
0.8215,sgd,0,relu,1,512,141,"[978, 978, 978]",2,0,ae,0.0387,360_2_272,0.02500400621857908,0.024800226092338562,0.0100943225,360_2_272,0.02500400621857908,0.024800226092338562,0.0100943225
0.2129,rmsprop,0,sigmoid,1,128,180,"[978, 978, 978]",8,1,vae,0.0263,360_1_289,nan,nan,0.027496981388888887,360_1_289,nan,nan,0.027496981388888887
0.8048,rmsprop,0,tanh,1,256,146,"[978, 978, 978, 978, 978, 978]",2,0,ae,0.0534,360_4_169,0.2728990852391278,0.24017937421798707,0.02176313,360_4_169,0.2728990852391278,0.24017937421798707,0.02176313
