drop,optimizer,warmup_lr,activation,residual,batch_size,epochs,dense,latent_dim,reduce_lr,model,learning_rate,run_id,training_loss,validation_loss,runtime_hours,run_id,training_loss,validation_loss,runtime_hours
0.1418,sgd,0,sigmoid,1,256,133,"[978, 978, 978, 978, 978]",8,1,vae,0.0705,360_1_334,0.955509327341009,0.8366090615590414,0.016110845833333335,360_1_334,0.955509327341009,0.8366090615590414,0.016110845833333335
0.7925,rmsprop,1,sigmoid,0,256,188,"[978, 978, 978, 978, 978]",32,1,vae,0.0204,360_5_42,0.6714570647698862,0.6713104915618896,0.026420053055555556,360_5_42,0.6714570647698862,0.6713104915618896,0.026420053055555556
0.7136,adam,0,tanh,1,256,108,"[978, 978, 978, 978, 978]",8,0,ae,0.0257,360_1_106,0.20198112805684407,0.1968298578262329,0.015517476388888889,360_1_106,0.20198112805684407,0.1968298578262329,0.015517476388888889
0.7695,adam,1,relu,0,256,162,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0019,360_2_55,nan,nan,0.026779495833333333,360_2_55,nan,nan,0.026779495833333333
0.1003,adam,0,relu,1,1024,103,"[978, 978, 978, 978, 978, 978]",32,0,vae,0.0955,360_3_165,nan,nan,0.010451933611111111,360_3_165,nan,nan,0.010451933611111111
0.5356,rmsprop,1,relu,1,1024,117,"[1800, 600]",2,1,vae,0.0248,360_4_212,0.6715756056043837,0.6713122725486755,0.007543076666666667,360_4_212,0.6715756056043837,0.6713122725486755,0.007543076666666667
0.0362,adam,0,relu,0,512,152,"[978, 978, 978, 978, 978]",8,1,vae,0.0549,360_1_86,nan,nan,0.01735317527777778,360_1_86,nan,nan,0.01735317527777778
0.4686,rmsprop,0,relu,0,1024,103,"[1800, 600]",512,1,ae,0.0458,360_3_357,0.2006963802487762,0.20041523873806,0.006913604444444444,360_3_357,0.2006963802487762,0.20041523873806,0.006913604444444444
0.7158,adam,1,tanh,1,32,167,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0862,360_5_89,nan,nan,0.1386705986111111,360_5_89,nan,nan,0.1386705986111111
0.1563,adam,0,sigmoid,0,512,134,"[978, 978, 978, 978]",32,0,ae,0.0847,360_5_279,0.2261807734436459,0.22618168592453003,0.01354735861111111,360_5_279,0.2261807734436459,0.22618168592453003,0.01354735861111111
0.2319,adam,0,relu,0,128,133,"[978, 978]",32,1,vae,0.047,360_1_139,nan,nan,0.018669323333333335,360_1_139,nan,nan,0.018669323333333335
0.4991,sgd,1,sigmoid,0,256,138,"[978, 978]",128,0,ae,0.0286,360_1_81,0.030708731997896123,0.017162576640645664,0.010333865000000001,360_1_81,0.030708731997896123,0.017162576640645664,0.010333865000000001
0.805,rmsprop,0,tanh,0,1024,100,"[978, 978, 978]",2,0,vae,0.0594,360_3_350,nan,nan,0.0070518855555555555,360_3_350,nan,nan,0.0070518855555555555
0.7029,sgd,1,relu,0,1024,105,"[978, 978, 978, 978]",2,1,vae,0.0876,360_3_162,0.7051814688576592,0.6932364106178284,0.008474633055555555,360_3_162,0.7051814688576592,0.6932364106178284,0.008474633055555555
0.2317,rmsprop,0,tanh,0,256,141,"[978, 978, 978]",32,0,vae,0.0248,360_4_215,3704420798540167.5,512034506622894.06,0.015014226388888888,360_4_215,3704420798540167.5,512034506622894.06,0.015014226388888888
0.0843,sgd,1,tanh,0,128,168,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0449,360_1_101,0.6760241359251516,0.6733707904815673,0.03141635277777778,360_1_101,0.6760241359251516,0.6733707904815673,0.03141635277777778
0.7695,sgd,0,sigmoid,0,1024,129,"[978, 978, 978]",128,0,vae,0.0085,360_2_52,0.993987298629902,0.7196401357650757,0.008534662777777778,360_2_52,0.993987298629902,0.7196401357650757,0.008534662777777778
0.5784,adam,0,relu,0,64,110,"[978, 978, 978, 978, 978]",2,0,vae,0.01,360_1_333,0.6732475579226459,0.6713562711079916,0.043114276666666666,360_1_333,0.6732475579226459,0.6713562711079916,0.043114276666666666
0.4145,rmsprop,0,sigmoid,0,256,157,"[978, 978, 978]",2,1,ae,0.0218,360_5_45,0.014620245931049188,0.014527772714694341,0.01551895861111111,360_5_45,0.014620245931049188,0.014527772714694341,0.01551895861111111
0.8491,sgd,0,relu,0,64,109,"[978, 978, 978]",128,0,vae,0.0084,360_2_136,nan,nan,0.023150530000000002,360_2_136,nan,nan,0.023150530000000002
0.2877,adam,0,tanh,1,512,171,"[978, 978, 978, 978]",512,0,ae,0.0407,360_1_75,0.20001551036481505,0.20005421340465546,0.01677026361111111,360_1_75,0.20001551036481505,0.20005421340465546,0.01677026361111111
0.3805,rmsprop,0,tanh,1,256,158,"[978, 978, 978, 978]",8,0,vae,0.0621,360_5_241,nan,nan,0.01944446916666667,360_5_241,nan,nan,0.01944446916666667
0.4552,adam,0,relu,0,1024,103,"[1800, 600]",32,0,ae,0.0259,360_3_196,0.014589680466387006,0.014542728662490845,0.006378492222222223,360_3_196,0.014589680466387006,0.014542728662490845,0.006378492222222223
0.7679,sgd,0,sigmoid,1,512,164,"[978, 978, 978]",512,1,vae,0.066,360_2_304,4.568167423781257e+19,4.558688238554631e+19,0.013212149166666668,360_2_304,4.568167423781257e+19,4.558688238554631e+19,0.013212149166666668
0.8993,sgd,1,tanh,1,128,110,"[978, 978, 978]",512,0,ae,0.0091,360_2_109,0.2436885776784685,0.06753386835257212,0.013518741388888889,360_2_109,0.2436885776784685,0.06753386835257212,0.013518741388888889
0.7691,rmsprop,0,tanh,0,256,133,"[1800, 600]",2,0,ae,0.0012,360_2_99,0.014704125971981773,0.014573425551255544,0.011841100555555555,360_2_99,0.014704125971981773,0.014573425551255544,0.011841100555555555
0.6778,sgd,1,tanh,0,256,146,"[978, 978, 978, 978]",2,1,vae,0.0386,360_1_137,0.7442328846896136,0.6963093821207682,0.015990409722222224,360_1_137,0.7442328846896136,0.6963093821207682,0.015990409722222224
0.7695,sgd,0,relu,0,1024,179,"[978, 978, 978]",2,0,ae,0.0094,360_2_64,0.025927581753995683,0.024953419342637062,0.012254245555555557,360_2_64,0.025927581753995683,0.024953419342637062,0.012254245555555557
0.7278,rmsprop,0,tanh,1,256,110,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0211,360_5_73,nan,nan,0.017529659444444446,360_5_73,nan,nan,0.017529659444444446
0.5832,rmsprop,1,tanh,0,1024,194,"[978, 978]",512,0,vae,0.0116,360_1_305,14.169258298520688,13.981917381286621,0.012454747222222224,360_1_305,14.169258298520688,13.981917381286621,0.012454747222222224
0.8767,sgd,1,relu,1,128,162,"[978, 978, 978]",128,0,ae,0.0072,360_2_4,0.2685957660939958,0.08549116015434265,0.019270460277777776,360_2_4,0.2685957660939958,0.08549116015434265,0.019270460277777776
0.5365,adam,0,tanh,0,512,162,"[978, 978, 978]",8,0,ae,0.053,360_5_283,0.20803871852380257,0.20764192938804626,0.013905579722222223,360_5_283,0.20803871852380257,0.20764192938804626,0.013905579722222223
0.8039,adam,0,tanh,1,512,143,"[978, 978, 978, 978, 978, 978]",8,1,vae,0.029,360_4_223,nan,nan,0.018310737777777777,360_4_223,nan,nan,0.018310737777777777
0.1723,rmsprop,0,relu,0,1024,105,"[978, 978]",512,1,ae,0.0169,360_3_154,0.19883541257293136,0.19852980971336365,0.0061626400000000005,360_3_154,0.19883541257293136,0.19852980971336365,0.0061626400000000005
0.3854,rmsprop,1,tanh,0,32,127,"[978, 978]",512,1,vae,0.0781,360_1_43,116838063716453.19,16.888907775878906,0.05209156111111111,360_1_43,116838063716453.19,16.888907775878906,0.05209156111111111
0.2826,adam,1,tanh,1,64,169,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0615,360_5_277,nan,nan,0.07599175472222222,360_5_277,nan,nan,0.07599175472222222
0.8738,sgd,1,tanh,0,32,136,"[978, 978, 978]",2,0,vae,0.0084,360_2_100,nan,nan,0.05092361638888889,360_2_100,nan,nan,0.05092361638888889
0.7693,sgd,1,tanh,0,128,134,"[978, 978, 978]",512,0,vae,0.0088,360_2_332,1.1364826587394432,0.7134508522351583,0.018986563333333335,360_2_332,1.1364826587394432,0.7134508522351583,0.018986563333333335
0.7693,sgd,0,tanh,0,128,153,"[978, 978, 978]",32,0,ae,0.0069,360_2_90,0.07419150330402233,0.02490340769290924,0.017841195,360_2_90,0.07419150330402233,0.02490340769290924,0.017841195
0.4147,rmsprop,0,tanh,1,256,119,"[978, 978, 978]",128,0,vae,0.0216,360_5_87,4896494441.330565,28.551388727823895,0.012714292777777777,360_5_87,4896494441.330565,28.551388727823895,0.012714292777777777
0.8829,adam,1,tanh,0,128,160,"[978, 978, 978, 978, 978]",32,1,vae,0.0629,360_1_88,22920.123511782047,6.630784473419189,0.03687317027777778,360_1_88,22920.123511782047,6.630784473419189,0.03687317027777778
0.7916,sgd,0,sigmoid,0,32,103,"[978, 978, 978, 978]",512,1,vae,0.0213,360_3_359,0.7548169981108771,0.6733767016728719,0.04652147138888889,360_3_359,0.7548169981108771,0.6733767016728719,0.04652147138888889
0.5527,sgd,0,sigmoid,0,32,186,"[978, 978, 978, 978, 978, 978]",2,1,ae,0.048,360_1_108,0.027103435278490736,0.01459833321472009,0.09125238472222222,360_1_108,0.027103435278490736,0.01459833321472009,0.09125238472222222
0.4132,rmsprop,0,tanh,0,256,110,"[1800, 600]",8,0,vae,0.0217,360_5_248,1478671534.6253688,5.9116558265686034,0.011028590833333334,360_5_248,1478671534.6253688,5.9116558265686034,0.011028590833333334
0.7092,rmsprop,0,tanh,0,256,110,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0222,360_5_80,438706.9348659487,52.12525848388672,0.017230145000000002,360_5_80,438706.9348659487,52.12525848388672,0.017230145000000002
0.8753,sgd,0,relu,1,64,181,"[978, 978, 978]",2,0,vae,0.0094,360_2_97,nan,nan,0.03776284916666667,360_2_97,nan,nan,0.03776284916666667
0.7693,sgd,0,tanh,0,32,156,"[978, 978, 978]",512,0,vae,0.0083,360_2_335,1.030339326152095,0.7083974838256836,0.06140828194444445,360_2_335,1.030339326152095,0.7083974838256836,0.06140828194444445
0.5662,rmsprop,0,sigmoid,0,256,161,"[978, 978, 978, 978, 978, 978]",8,0,ae,0.0236,360_5_270,0.03730063970442171,0.038022253115971884,0.02370277527777778,360_5_270,0.03730063970442171,0.038022253115971884,0.02370277527777778
0.2589,sgd,0,relu,0,32,137,"[978, 978, 978, 978, 978, 978]",32,1,ae,0.0105,360_1_44,0.024922513012532836,0.024926932454109194,0.06694547694444444,360_1_44,0.024922513012532836,0.024926932454109194,0.06694547694444444
0.7965,sgd,1,tanh,0,128,155,"[978, 978, 978]",512,1,ae,0.0094,360_2_107,0.10415202420066905,0.029130469858646393,0.018852353055555555,360_2_107,0.10415202420066905,0.029130469858646393,0.018852353055555555
0.32,rmsprop,0,relu,0,64,198,"[978, 978, 978, 978, 978]",2,0,vae,0.0248,360_4_224,nan,nan,0.06805532333333333,360_4_224,nan,nan,0.06805532333333333
0.3441,rmsprop,0,relu,1,1024,103,"[978, 978, 978, 978, 978]",32,0,ae,0.049,360_3_153,0.20138838798911482,0.2013806253671646,0.008665568611111112,360_3_153,0.20138838798911482,0.2013806253671646,0.008665568611111112
0.7105,rmsprop,0,sigmoid,0,256,146,"[978, 978, 978, 978, 978]",8,1,vae,0.022,360_5_284,0.6714759461968033,0.6713137491544088,0.020280593611111113,360_5_284,0.6714759461968033,0.6713137491544088,0.020280593611111113
0.3096,sgd,0,tanh,0,128,169,"[978, 978, 978, 978, 978, 978]",8,0,ae,0.0377,360_5_74,0.023291084380061538,0.020261981536944706,0.028913904444444447,360_5_74,0.023291084380061538,0.020261981536944706,0.028913904444444447
0.8071,sgd,0,tanh,1,128,100,"[978, 978, 978]",2,0,ae,0.0036,360_2_3,0.07949235902892218,0.025228210389614106,0.011833954444444444,360_2_3,0.07949235902892218,0.025228210389614106,0.011833954444444444
0.6469,rmsprop,1,sigmoid,1,512,117,"[978, 978, 978, 978]",512,0,ae,0.0357,360_1_302,0.08619497900759732,0.04546801745891571,0.010834475,360_1_302,0.08619497900759732,0.04546801745891571,0.010834475
0.0253,adam,1,tanh,0,1024,160,"[978, 978, 978]",2,1,ae,0.0044,360_1_130,0.01457699013804948,0.014530104584991932,0.01083906,360_1_130,0.01457699013804948,0.014530104584991932,0.01083906
0.8978,adam,0,tanh,0,128,142,"[978, 978, 978]",512,1,vae,0.0032,360_2_63,0.744938421955815,0.6829361359278361,0.0258938225,360_2_63,0.744938421955815,0.6829361359278361,0.0258938225
0.7694,sgd,0,relu,0,128,131,"[978, 978, 978]",512,1,vae,0.0025,360_2_138,0.9861166413625081,0.6927099267641703,0.018450236388888888,360_2_138,0.9861166413625081,0.6927099267641703,0.018450236388888888
0.841,rmsprop,1,relu,0,1024,100,"[978, 978, 978, 978]",512,0,ae,0.0548,360_3_198,0.20982084936565823,0.2047286033630371,0.007739027222222222,360_3_198,0.20982084936565823,0.2047286033630371,0.007739027222222222
0.2241,sgd,0,relu,0,1024,103,"[1800, 600]",128,0,vae,0.087,360_3_138,0.6914273359157421,0.6873292922973633,0.006334975555555555,360_3_138,0.6914273359157421,0.6873292922973633,0.006334975555555555
0.7679,sgd,0,relu,0,32,112,"[978, 978, 978]",128,0,vae,0.0011,360_2_198,0.7979989324675666,0.6922094901402791,0.04201808583333333,360_2_198,0.7979989324675666,0.6922094901402791,0.04201808583333333
0.2076,sgd,1,tanh,0,64,142,"[978, 978, 978, 978]",8,0,ae,0.074,360_1_190,0.016090795968969663,0.01455012967189153,0.030207460833333335,360_1_190,0.016090795968969663,0.01455012967189153,0.030207460833333335
0.7696,sgd,0,sigmoid,0,128,113,"[978, 978, 978]",2,0,vae,0.0012,360_2_153,0.8206158356313352,0.7091567532221477,0.015206397222222221,360_2_153,0.8206158356313352,0.7091567532221477,0.015206397222222221
0.6948,sgd,1,tanh,0,512,168,"[978, 978, 978]",8,1,ae,0.0748,360_5_224,0.03872429102659226,0.024994613602757454,0.01199649611111111,360_5_224,0.03872429102659226,0.024994613602757454,0.01199649611111111
0.1022,rmsprop,0,sigmoid,0,64,106,"[978, 978, 978, 978]",8,0,ae,0.0085,360_1_10,0.0145865969221901,0.014545480360587438,0.028350475,360_1_10,0.0145865969221901,0.014545480360587438,0.028350475
0.8039,sgd,1,tanh,0,64,186,"[978, 978, 978, 978, 978, 978]",128,1,ae,0.0275,360_4_284,0.11032795996577652,0.025715218881766002,0.05127166166666666,360_4_284,0.11032795996577652,0.025715218881766002,0.05127166166666666
0.2765,adam,1,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",128,1,vae,0.0632,360_3_335,0.6747199083257605,0.6744428873062134,0.010427896944444445,360_3_335,0.6747199083257605,0.6744428873062134,0.010427896944444445
0.2667,adam,0,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0978,360_3_107,nan,nan,0.010200973055555555,360_3_107,nan,nan,0.010200973055555555
0.2166,sgd,1,tanh,1,64,183,"[1800, 600]",2,1,vae,0.0248,360_4_270,0.6810190496621309,0.6794973262151083,0.035258486666666665,360_4_270,0.6810190496621309,0.6794973262151083,0.035258486666666665
0.1306,rmsprop,0,tanh,0,64,131,"[978, 978]",128,0,vae,0.0248,360_4_1,1.246272768357719e+25,5.805267605737205e+24,0.02796482111111111,360_4_1,1.246272768357719e+25,5.805267605737205e+24,0.02796482111111111
0.7755,sgd,0,tanh,0,512,163,"[978, 978, 978]",2,0,vae,0.0723,360_2_37,0.6960033658698753,0.6962789297103882,0.012452042500000001,360_2_37,0.6960033658698753,0.6962789297103882,0.012452042500000001
0.8421,adam,1,relu,1,512,165,"[978, 978, 978, 978]",8,1,vae,0.0003,360_1_164,nan,nan,0.016632135833333332,360_1_164,nan,nan,0.016632135833333332
0.5431,rmsprop,0,tanh,0,1024,192,"[1800, 600]",128,1,vae,0.0743,360_1_356,nan,nan,0.012362294166666666,360_1_356,nan,nan,0.012362294166666666
0.646,adam,0,tanh,0,32,167,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0917,360_5_20,nan,nan,0.13664719583333335,360_5_20,nan,nan,0.13664719583333335
0.4405,rmsprop,1,tanh,1,32,139,"[978, 978]",512,1,vae,0.0248,360_4_248,5036582045047.888,11.491377283732096,0.056784830277777774,360_4_248,5036582045047.888,11.491377283732096,0.056784830277777774
0.7628,rmsprop,0,sigmoid,0,256,160,"[978, 978, 978, 978, 978]",8,0,vae,0.024,360_5_18,0.6900951026104115,0.6857837851842244,0.02249712888888889,360_5_18,0.6900951026104115,0.6857837851842244,0.02249712888888889
0.3943,adam,1,sigmoid,1,64,151,"[978, 978, 978]",128,1,vae,0.0529,360_1_28,nan,nan,0.04178479833333333,360_1_28,nan,nan,0.04178479833333333
0.8868,adam,0,tanh,0,32,157,"[978, 978, 978]",2,0,vae,0.0088,360_2_359,2.251672108968099,0.9848821767171224,0.08171630277777778,360_2_359,2.251672108968099,0.9848821767171224,0.08171630277777778
0.3716,adam,0,relu,1,128,103,"[978, 978]",128,1,vae,0.0611,360_1_351,nan,nan,0.014955671944444443,360_1_351,nan,nan,0.014955671944444443
0.3245,sgd,1,tanh,0,128,166,"[978, 978, 978, 978, 978, 978]",8,1,vae,0.0532,360_5_27,0.7071385223777206,0.6964725565910339,0.031161882777777778,360_5_27,0.7071385223777206,0.6964725565910339,0.031161882777777778
0.7692,sgd,0,sigmoid,0,256,129,"[978, 978, 978]",512,0,vae,0.0031,360_2_30,1.2047194376698247,0.7223812627792359,0.013118948333333333,360_2_30,1.2047194376698247,0.7223812627792359,0.013118948333333333
0.1604,sgd,0,sigmoid,0,1024,181,"[978, 978]",128,0,ae,0.0764,360_1_163,0.019717407160335116,0.016727659851312637,0.009580455,360_1_163,0.019717407160335116,0.016727659851312637,0.009580455
0.4515,rmsprop,1,relu,1,1024,103,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0718,360_3_100,nan,nan,0.010841552777777777,360_3_100,nan,nan,0.010841552777777777
0.8039,rmsprop,0,sigmoid,0,256,118,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0363,360_4_277,0.6726207130043594,0.6717726103464763,0.018506133055555554,360_4_277,0.6726207130043594,0.6717726103464763,0.018506133055555554
0.1832,sgd,0,tanh,0,1024,193,"[978, 978]",32,1,vae,0.0248,360_4_6,0.7052837391252871,0.698798656463623,0.010988245277777777,360_4_6,0.7052837391252871,0.698798656463623,0.010988245277777777
0.7362,rmsprop,0,relu,1,1024,104,"[978, 978]",2,1,vae,0.0595,360_3_332,nan,nan,0.006227594444444444,360_3_332,nan,nan,0.006227594444444444
0.1911,rmsprop,1,relu,0,256,118,"[1800, 600]",512,1,ae,0.0248,360_4_283,0.014572135756413142,0.014527918820579846,0.01088109888888889,360_4_283,0.014572135756413142,0.014527918820579846,0.01088109888888889
0.7694,sgd,0,sigmoid,0,128,149,"[978, 978, 978]",512,0,vae,0.0087,360_2_154,0.8548332187864516,0.6761721189816793,0.02084954972222222,360_2_154,0.8548332187864516,0.6761721189816793,0.02084954972222222
0.7522,sgd,0,sigmoid,1,64,172,"[1800, 600]",512,0,ae,0.0377,360_1_17,0.043108552859889133,0.015380952805280686,0.028720499444444447,360_1_17,0.043108552859889133,0.015380952805280686,0.028720499444444447
0.1849,rmsprop,0,tanh,1,256,141,"[978, 978, 978, 978]",8,1,vae,0.0843,360_5_223,1071493.0342973159,1.1924037377039591,0.017709931666666668,360_5_223,1071493.0342973159,1.1924037377039591,0.017709931666666668
0.1439,rmsprop,0,relu,0,128,185,"[978, 978, 978]",32,0,vae,0.031,360_1_197,nan,nan,0.028815700277777776,360_1_197,nan,nan,0.028815700277777776
0.7967,sgd,1,tanh,0,128,166,"[978, 978, 978]",2,0,vae,0.0088,360_2_39,0.7034879529917681,0.6996342635154724,0.022422085833333334,360_2_39,0.7034879529917681,0.6996342635154724,0.022422085833333334
0.188,rmsprop,0,sigmoid,1,256,196,"[978, 978, 978]",32,0,ae,0.0733,360_1_358,0.2394969842610536,0.2397199543317159,0.01912041777777778,360_1_358,0.2394969842610536,0.2397199543317159,0.01912041777777778
0.0693,sgd,1,relu,1,1024,103,"[978, 978, 978, 978]",128,1,vae,0.0519,360_3_109,nan,nan,0.008360874444444444,360_3_109,nan,nan,0.008360874444444444
0.8039,rmsprop,1,sigmoid,0,64,171,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0165,360_4_241,0.6715374139503196,0.6714733362197876,0.06655177833333333,360_4_241,0.6715374139503196,0.6714733362197876,0.06655177833333333
0.1977,adam,0,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",128,0,ae,0.0899,360_3_136,0.19692124088605245,0.19687998294830322,0.009849730833333334,360_3_136,0.19692124088605245,0.19687998294830322,0.009849730833333334
0.8036,sgd,0,relu,1,1024,100,"[978, 978, 978, 978, 978]",2,1,vae,0.0865,360_3_304,nan,nan,0.008355565555555555,360_3_304,nan,nan,0.008355565555555555
0.7675,sgd,0,relu,0,128,129,"[978, 978, 978]",128,0,vae,0.0261,360_2_196,0.7129098929299249,0.6922045914332072,0.017383655,360_2_196,0.7129098929299249,0.6922045914332072,0.017383655
0.1532,rmsprop,0,tanh,0,256,138,"[978, 978, 978, 978]",8,0,vae,0.0252,360_5_11,5.262211485549001e+30,1.6456851575198153e+30,0.016953106111111112,360_5_11,5.262211485549001e+30,1.6456851575198153e+30,0.016953106111111112
0.44,sgd,1,relu,0,1024,189,"[978, 978, 978, 978, 978]",8,1,ae,0.0009,360_1_155,0.025013179773533786,0.0249705221503973,0.014747473333333334,360_1_155,0.025013179773533786,0.0249705221503973,0.014747473333333334
0.7686,sgd,1,tanh,0,64,160,"[978, 978, 978]",512,1,ae,0.0007,360_2_350,0.09580205802564268,0.029153021971384686,0.030298856944444445,360_2_350,0.09580205802564268,0.029153021971384686,0.030298856944444445
0.8717,rmsprop,1,tanh,1,64,127,"[1800, 600]",128,0,vae,0.0928,360_1_21,nan,nan,0.0297497525,360_1_21,nan,nan,0.0297497525
0.3325,rmsprop,0,sigmoid,1,1024,146,"[978, 978, 978, 978]",8,0,vae,0.0338,360_5_215,nan,nan,0.01140975888888889,360_5_215,nan,nan,0.01140975888888889
0.7679,rmsprop,1,relu,1,128,159,"[978, 978, 978]",2,0,ae,0.0088,360_2_162,0.014584953081276681,0.014566736072301864,0.022203639166666664,360_2_162,0.014584953081276681,0.014566736072301864,0.022203639166666664
0.3239,sgd,0,tanh,1,1024,140,"[978, 978]",32,0,vae,0.0059,360_1_199,0.7830251656638252,0.7106064558029175,0.008118185,360_1_199,0.7830251656638252,0.7106064558029175,0.008118185
0.718,rmsprop,0,sigmoid,0,1024,160,"[978, 978, 978, 978, 978]",512,1,ae,0.0948,360_1_19,0.01459688559450485,0.014531121589243412,0.013557525555555556,360_1_19,0.01459688559450485,0.014531121589243412,0.013557525555555556
0.8039,rmsprop,1,relu,1,128,131,"[978, 978, 978, 978, 978, 978]",32,0,vae,0.0445,360_4_279,nan,nan,0.030518125277777777,360_4_279,nan,nan,0.030518125277777777
0.4897,sgd,1,tanh,0,256,118,"[978, 978, 978]",32,0,vae,0.0248,360_4_8,0.7297039484977722,0.6979078507423401,0.011272361111111111,360_4_8,0.7297039484977722,0.6979078507423401,0.011272361111111111
0.0376,rmsprop,0,tanh,0,256,171,"[978, 978, 978, 978]",8,0,vae,0.0764,360_5_29,nan,nan,0.021224188888888888,360_5_29,nan,nan,0.021224188888888888
0.7448,rmsprop,0,sigmoid,1,256,105,"[978, 978, 978, 978, 978, 978]",8,0,vae,0.0236,360_5_212,nan,nan,0.016526958888888887,360_5_212,nan,nan,0.016526958888888887
0.0174,rmsprop,1,tanh,0,64,115,"[978, 978, 978, 978, 978]",512,1,ae,0.0633,360_1_26,0.25295810867238927,0.2524893037478129,0.037146369444444445,360_1_26,0.25295810867238927,0.2524893037478129,0.037146369444444445
0.7696,sgd,0,tanh,1,64,123,"[978, 978, 978]",512,0,ae,0.0087,360_2_165,0.21167675022725707,0.06258901645739873,0.023592401944444445,360_2_165,0.21167675022725707,0.06258901645739873,0.023592401944444445
0.7678,sgd,1,sigmoid,0,256,116,"[978, 978, 978]",512,0,ae,0.0892,360_2_357,0.045313392689934485,0.014963767863810063,0.010506491666666666,360_2_357,0.045313392689934485,0.014963767863810063,0.010506491666666666
0.3441,rmsprop,0,relu,0,64,112,"[978, 978, 978, 978]",8,1,ae,0.0457,360_1_152,0.19931549655066597,0.19962551991144817,0.029991575,360_1_152,0.19931549655066597,0.19962551991144817,0.029991575
0.7517,rmsprop,0,sigmoid,0,256,200,"[978, 978, 978, 978, 978, 978]",8,1,vae,0.0205,360_5_16,0.6714574516261066,0.6713105432192484,0.03151567611111111,360_5_16,0.6714574516261066,0.6713105432192484,0.03151567611111111
0.2042,rmsprop,0,relu,1,1024,103,"[978, 978, 978, 978, 978]",32,0,ae,0.0276,360_3_303,0.210447119474411,0.2103186994791031,0.008699437222222222,360_3_303,0.210447119474411,0.2103186994791031,0.008699437222222222
0.9,sgd,0,relu,0,128,148,"[978, 978, 978]",512,1,vae,0.0094,360_2_191,nan,nan,0.02067292277777778,360_2_191,nan,nan,0.02067292277777778
0.0337,sgd,0,tanh,0,256,110,"[1800, 600]",512,0,vae,0.0248,360_4_246,0.7208228861844098,0.7165341313680013,0.010220577222222221,360_4_246,0.7208228861844098,0.7165341313680013,0.010220577222222221
0.4973,rmsprop,0,tanh,0,512,121,"[1800, 600]",128,1,ae,0.0106,360_3_131,0.34382912556330364,0.34370821714401245,0.009546552777777778,360_3_131,0.34382912556330364,0.34370821714401245,0.009546552777777778
0.1026,adam,1,tanh,1,256,135,"[978, 978, 978, 978]",128,0,ae,0.007,360_5_285,0.016254139429441206,0.014705905355513096,0.01700140138888889,360_5_285,0.016254139429441206,0.014705905355513096,0.01700140138888889
0.4911,sgd,0,tanh,0,32,190,"[978, 978]",512,0,ae,0.0248,360_4_225,0.02148301241574464,0.013880773037672043,0.051637454166666666,360_4_225,0.02148301241574464,0.013880773037672043,0.051637454166666666
0.8428,rmsprop,0,tanh,0,32,169,"[978, 978, 978]",128,0,vae,0.0089,360_3_152,20520617117438.035,5.063801574707031,0.07877444055555556,360_3_152,20520617117438.035,5.063801574707031,0.07877444055555556
0.7696,rmsprop,0,sigmoid,0,512,176,"[978, 978, 978]",2,0,vae,0.0024,360_2_62,0.6715405677866053,0.671358048915863,0.014362758333333335,360_2_62,0.6715405677866053,0.671358048915863,0.014362758333333335
0.6633,rmsprop,0,tanh,1,1024,120,"[978, 978, 978, 978, 978, 978]",128,0,ae,0.0045,360_1_131,0.1968544668400729,0.1956861913204193,0.011223463888888889,360_1_131,0.1968544668400729,0.1956861913204193,0.011223463888888889
0.8378,rmsprop,0,relu,1,256,125,"[978, 978]",512,0,vae,0.0246,360_5_75,nan,nan,0.012397005833333334,360_5_75,nan,nan,0.012397005833333334
0.8785,adam,1,tanh,0,128,142,"[978, 978, 978, 978, 978]",512,0,vae,0.029,360_1_303,nan,nan,0.034301791944444444,360_1_303,nan,nan,0.034301791944444444
0.7695,sgd,1,relu,0,32,120,"[978, 978, 978]",32,0,ae,0.0032,360_2_2,0.02515389850018201,0.024874969745675723,0.03809185166666666,360_2_2,0.02515389850018201,0.024874969745675723,0.03809185166666666
0.7695,rmsprop,1,tanh,0,128,122,"[978, 978, 978]",512,0,ae,0.009,360_2_96,0.17498693386713662,0.17853016157944998,0.018053598333333334,360_2_96,0.17498693386713662,0.17853016157944998,0.018053598333333334
0.4116,rmsprop,0,relu,0,256,197,"[978, 978]",128,0,vae,0.0208,360_5_81,nan,nan,0.017860400555555555,360_5_81,nan,nan,0.017860400555555555
